,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Country
2336,Intervue,saas startup,seed,1600000,Delhi,World's fastest collaborative environment to take tech interviews.,2021,India
2337,Nestroots,fashion,seed,100000,Gurugram,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",2021,India
2338,Detect Technologies,automation,seed,12000000,Chennai,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,2021,India
2339,CredR,automotive,seed,6500000,Bengaluru,CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.,2021,India
2340,Fourth Partner Energy,solar,seed,125000000,Hyderabad,"Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.",2021,India
2341,TABLT,healthcare,series a,3000000,Kolkata,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,2021,India
2342,Hesa,it startup,seed,2000000,Hyderabad,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,2021,India
2343,Powerhouse91,consumer goods,seed,1600000,Gurugram,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.",2021,India
2344,Nalanda Learning,edtech,seed,5000000,Kolkata,India's 1st Online Preschool with Blended Learning Model,2021,India
2345,Chargeup,renewable energy,pre-series a,1600000,Delhi,"""Battery as a Service"" for 3 wheeler & 2 wheelers",2021,India
2346,Knackit,it startup,seed,100000,Bengaluru,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,2021,India
2347,Treebo Hotels,hospitality,series d,16000000,Bengaluru,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,2021,India
2348,Raptee Energy,automotive,seed,700000,Chennai,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,2021,India
2349,Meddo,healthcare,seed,6000000,Gurugram,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,2021,India
2350,Supertails,pet care,pre-series a,2600000,Bengaluru,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,2021,India
2351,SkilloVilla,edtech,seed,300000,Bengaluru,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,2021,India
2352,Cancer Clinics,healthcare,pre-series a,1500000,Telugana,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",2021,
2353,Velocity,fintech,seed,1300000,Bengaluru,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,2021,India
2354,Happy Jars,food & beverages,seed,400000,Delhi,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",2021,India
2355,Inshorts,media,seed,40000000,Noida,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,2021,India
2356,ExtraaEdge,martech,pre-series a,1000000,Pune,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,2021,India
2357,Zotalabs,tech startup,seed,1250000,Pune,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,2021,India
2358,Voiro,advertisement,pre-series a,1800000,Bengaluru,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,2021,India
2359,Dream Sports,gaming,seed,400000000,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.",2021,India
2360,Safex Chemicals,agritech,seed,50000000,Delhi,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,2021,India
2361,Instoried,content creation,seed,1600000,Bengaluru,Instoried is an augmented writing platform which improves customer interest and engagement.,2021,India
2362,Rupifi,fintech,pre-series a,4100000,Bengaluru,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,2021,India
2363,Moneyboxx,fintech,debt,3000000,Mumbai,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,2021,India
2364,CityMall,e-commerce,series a,11000000,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,2021,India
2365,Janani,heathcare,seed,1000000,Bengaluru,Janani.ai is a fertility care provider.,2021,India
2366,ReshaMandi,agritech,seed,1700000,Bengaluru,India's 1st award winning technology led digital ecosystem for Silk,2021,India
2367,Bombay Shaving Company,lifestyle,seed,2000000,Delhi,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.",2021,India
2368,DotPe,fintech,series a,27000000,Gurugram,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,2021,India
2369,Homingos,augmented reality,seed,1600000,Bengaluru,Homingos is an Augmented reality (AR)-based social networking platform.,2021,India
2370,Anar Business Community,tech startup,seed,1600000,Mumbai,Anar is a communications and networking platform for businesses around the world.,2021,India
2371,Five Star Finance,fintech,seed,234000000,Chennai,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).,2021,India
2372,Settlrs,rental space,pre-series a,1600000,Bengaluru,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.",2021,India
2373,BYJU'S,edtech,series f,460000000,Bengaluru,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,India
2374,Annapurna Finance,fintech,seed,30000000,Bhubaneswar,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,2021,India
2375,HealthPlix,healthcare,series b,13500000,Bengaluru,HealthPlix is a healthtech startup,2021,India
2376,Masai School,edtech,series a,5000000,Bengaluru,Masai School is a job-oriented software training services.,2021,India
2377,Bewakoof,d2c fashion,seed,4000000,Mumbai,"Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.",2021,India
2378,IndiaLends,fintech,seed,5100000,Delhi,IndiaLends is a digital lending and borrowing marketplace.,2021,India
2379,Stelis Biopharma,biotechnology,series b,195000000,Bengaluru,Stelis Biopharma is a vertically integrated biopharmaceutical company.,2021,India
2380,Tilt,bike rental,seed,125000,Bengaluru,A bike-share for Indian campuses,2021,India
2381,NeoDove,ai startup,seed,15000000,Jaipur,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",2021,India
2382,Zaara Biotech,biotechnology,seed,10000000,Kottayam,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,2021,India
2383,KreditBee,fintech,seed,75000000,Bengaluru,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,2021,India
2384,True Balance,fintech,debt,10000000,Gurugram,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,2021,India
2385,Muvin,fintech,seed,1000000,Bengaluru,Youth Neobank enabling financial solutions for the teenagers and young people,2021,India
2386,Purplle,beauty products,seed,45000000,Mumbai,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.",2021,India
2387,FloBiz,tech startup,series a,10000000,Bengaluru,India’s first neobusiness platform,2021,India
2388,Jeevam Health,health care,pre-seed,1500000,Delhi,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,2021,India
2389,NewLink Group,tech startup,seed,200000000,Beijing,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,2021,中国
2390,OZiva,heathcare,series b,12000000,Mumbai,OZiva is a plant-based Clean Nutrition Brand.,2021,India
2391,Blive,tourism,pre-series a,1000000,Panaji,B: Live is an electric vehicle tourism startup.,2021,India
2392,Nazara Technologies,gaming,seed,30000000,Mumbai,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",2021,India
2393,Euler Motors,automotive,series a,2600000,Delhi,Electric Light Commercial Vehicle,2021,India
2394,Pixxel,spacetech,seed,7300000,Bengaluru,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,2021,India
2395,Prescinto,solar,seed,3500000,Gujarat,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,2021,India
2396,MyGlamm,beauty products,series c,20000000,Mumbai,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,2021,India
2397,Chirrup,gaming,pre-seed,300000,Bengaluru,Video integrated social-gaming platform,2021,India
2398,Policybazaar,insurance,seed,75000000,Gurugram,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,2021,India
2399,Livve Homes,rental space,seed,5000000,Bengaluru,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",2021,India
2400,Juicy Chemistry,healthcare,series a,6300000,Coimbatore,Juicy Chemistry operates as an eponymous consumer brand.,2021,India
2401,Svasti Microfinance,fintech,seed,4000000,Mumbai,Svasti works with urban slum dwellers women microentrepreneurs.,2021,India
2402,Nexprt,consulting,seed,2000000,Delhi,Nexprt Solutions offers end-to-end and 100% customized import solutions.,2021,India
2403,Wysa,ai startup,seed,1600000,Bengaluru,Wysa is an AI conversational agent that has been shown to help improve mental health,2021,India
2404,Ankur capital,fintech,seed,40000000,Mumbai,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,2021,India
2405,Indifi,fintech,debt,5000000,Gurugram,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,2021,India
2406,Firmway,fintech,pre-seed,1600000,Mumbai,Firmway is a platform that digitizes balance confirmation and reconciliation process.,2021,India
2407,Say Cheese,femtech,seed,1000000,Mumbai,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",2021,India
2408,Indic Inspirations,cultural,seed,300000,Pune,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",2021,India
2409,Bimaplan,fintech,seed,500000,Mumbai,Affordable insurance for the next billion Indians,2021,India
2410,YAP,fintech,series b,10000000,Chennai,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,2021,India
2411,Leap Finance,fintech,series b,17000000,Bengaluru,Leap Finance is a fintech startup for Indian students pursuing international higher education,2021,India
2412,BlackSoil NBFC,fintech,seed,3000000,Mumbai,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,2021,India
2413,OYO,hospitality,seed,200000000,Gurugram,OYO operates a branded network of hotels designed to offer standardized stay experiences.,2021,India
2414,Max Healthcare,healthcare,seed,140000000,Delhi,Max Healthcare is one of the leading chain of hospitals in India.,2021,India
2415,4baseCare,healthtech,pre-series a,2000000,Bengaluru,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,2021,India
2416,Ezstays,edtech,seed,400000,Delhi,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",2021,India
2417,Stylework,co-working,pre-series a,500000,Gurugram,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,2021,India
2418,Kinara Capital,fintech,seed,6000000,Bengaluru,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,2021,India
2419,Riskcovry,insuretech,series a,5000000,Bengaluru,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.",2021,India
2420,NODWIN,gaming,seed,20000000,Gurugram,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,2021,India
2421,Quizizz,edtech,series a,12500000,Bengaluru,Quizizz is a Education based startup,2021,India
2422,Ecom Express,e-commerce,seed,20000000,Delhi,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,2021,India
2423,Turtlemint,insuretech,series d,45000000,Mumbai,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,2021,India
2424,Captain Fresh,supply chain platform,seed,3000000,Bengaluru,Captain Fresh is a freshwater fish and seafood supply chain platform.,2021,India
2425,Northern Arc,fintech,debt,10000000,Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2021,India
2426,Qoohoo,social platform,seed,800000,Bengaluru,A platform for creators to build immersive connections with their fans and followers and monetize them.,2021,India
2427,IGL,gaming,seed,500000,Mumbai,Indian Gaming League is the premier eSports platform in India.,2021,India
2428,AMPM,e-commerce,seed,200000,Gurugram,24*7 convenience store,2021,India
2429,The ePlane,drone,seed,1000000,Chennai,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications",2021,India
2430,Cashify,e-commerce,seed,15000000,Gurugram,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,2021,India
2431,Bijnis,b2b service,seed,1600000,Delhi,Digitizing the Factories of the Unorganised Industries.,2021,India
2432,Questt,edtech,seed,1000000,Gurugram,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,2021,India
2433,DealShare,e-commerce,debt,3000000,Jaipur,DealShare is a Social Commerce Startup,2021,India
2434,Euler Motors,automotive,series a,4000000,Delhi,Electric Light Commercial Vehicle,2021,India
2435,Blume Ventures,fintech,seed,40000000,Mumbai,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,2021,India
2436,KoineArth,blockchain startup,pre-series a,1800000,Bengaluru,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",2021,India
2437,ImaginXP,edtech,seed,1500000,Pune,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,2021,India
2438,Virohan,edtech,seed,1600000,Gurugram,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,2021,India
2439,Apna.co,recruitment,seed,12500000,Bengaluru,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,2021,India
2440,ideaForge,drone,seed,2000000,Mumbai,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,2021,India
2441,Clairco,cleantech,seed,500000,Bengaluru,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,2021,India
2442,Northern Arc,fintech,debt,50000000,Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2021,India
2443,Lenskart,fashion,seed,95000000,"Faridabad, haryana",Lenskart is an India-based online shopping portal for eyewear.,2021,India
2444,ParkSmart,automotive,seed,1600000,Delhi,ParkSmart is a parking management application.,2021,India
2445,Virohan,edtech,series a,3000000,Gurugram,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,2021,India
2446,BankSathi,fintech,seed,200000,Delhi,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",2021,India
2447,Spark Studio,edtech,seed,1600000,Bengaluru,Online courses to build creativity and confidence in children through extra-curricular learning,2021,India
2448,BlissClub,fashion,seed,2000000,Bengaluru,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",2021,India
2449,BricSpaces,real estate,pre-seed,350000,Bengaluru,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",2021,India
2450,ANSR,consulting,series b,15000000,Bengaluru,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",2021,India
2451,Keito,ai company,seed,1600000,Pune,"NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises",2021,India
2452,Reccy Adventures,sports startup,seed,400000,Gurugram,Reccy Adventures is an adventure sports startup.,2021,India
2453,Magenta EV,renewable energy,series a,15000000,Mumbai,Magenta is in the business of Enabling electric mobility & Making electricity clean,2021,India
2454,Karbon Card,fintech,pre-series a,1000000,Bengaluru,Karbon Card is a financial platform for Indian entrepreneurs.,2021,India
2455,Wysa,ai company,series a,5000000,Bengaluru,Wysa is an AI conversational agent that has been shown to help improve mental health,2021,India
2456,Agnikul,spacetech,series a,11000000,Chennai,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.",2021,India
2457,LegalPay,fintech,seed,1600000,Delhi,A trusted financial partner for advocates and corporate.,2021,India
2458,Glamplus,saas startup,pre-series a,200000,Bengaluru,India's #1 SaaS based Salon experience Software,2021,India
2459,Tekie,edtech,seed,1500000,Gurugram,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.",2021,India
2460,Asirvad Microfinance,fintech,seed,15000000,Chennai,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,2021,India
2461,Avalon Labs,fintech,pre-series a,1600000,Bengaluru,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",2021,India
2462,Betterhalf.ai,matrimony,pre-series a,3000000,Bengaluru,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,2021,India
2463,Koo,social media,series b,30000000,Bengaluru,Koo App operates as a microblogging app.,2021,India
2464,Rezo.ai,ai startup,seed,1600000,Noida,Conversational AI platform - Innovate the way you communicate,2021,India
2465,Mentoria,edtech,pre-series a,200000,Mumbai,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,2021,India
2466,Cuvette Tech,human resources,seed,1800000,Bengaluru,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,2021,India
2467,Clensta,biotechnology,seed,600000,Delhi,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,2021,India
2468,FarMart,agritech,pre-series a,24000000,Gurugram,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,2021,India
2469,Kodo Card,fintech,seed,8000000,Mumbai,Kodo card is a corporate card for new economy businesses in India.,2021,India
2470,Polygon,crypto,seed,1600000,Mumbai,Polygon is a blockchain scalability platform.,2021,India
2471,Get My Parking,mobility,seed,6000000,Delhi,"Get My Parking, is a B2B Platform-as-a-Service company.",2021,India
2472,Cellestial,electronics,pre-series a,500000,Hyderabad,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,2021,India
2473,FanCode,sports startup,seed,50000000,Mumbai,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",2021,India
2474,Jai Kisan,fintech,series a,30000000,Mumbai,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,2021,India
2475,Plum,healthcare,series a,15000000,Bengaluru,High quality health insurance and health benefits,2021,India
2476,ThatMate,healthcare,seed,140000,Satara,ThatMate is a sexual and mental wellness app for teens.,2021,India
2477,Klassroom,edtech,pre-series a,200000,Mumbai,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,2021,India
2478,Convin,saas startup,pre-seed,300000,Bengaluru,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,2021,India
2479,Mensa Brands,clothing,series a,50000000,Bengaluru,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021,India
2480,Disruptium,consulting,seed,200000,Ahmadabad,A consultancy platform for startups,2021,India
2481,MedTel Healthcare,healthcare,pre-series a,5000000,Orissia,An aggregator for Digital Health Clinics in low resource settings.,2021,
2482,Pickright Technologies,fintech,seed,200000,Bengaluru,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,2021,India
2483,Ingenium,edtech,seed,1600000,Delhi,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,2021,India
2484,BharatPe,fintech,debt,6000000,Delhi,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",2021,India
2485,RuleZero,tech startup,seed,1000000,Bengaluru,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,2021,India
2486,Rubix Data Sciences,it startup,seed,800000,Mumbai,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",2021,India
2487,Locobuzz,analytics,series a,4000000,Mumbai,LocoBuzz is an analytics-based integrated marketing platform.,2021,India
2488,We Founder Circle,fintech,pre-seed,2000000,Mumbai,"A global platform of founders for founders offering investment, network and business opportunities.",2021,India
2489,Haqdarshak,finance,pre-series a,800000,Jaipur,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,2021,India
2490,Celcius,logistics,seed,1600000,Mumbai,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,2021,India
2491,Enthu.ai,ai startup,seed,200000,Chandigarh,Enthu.AI operates as a conversation intelligence startup.,2021,India
2492,Myelin Foundry,ai startup,pre-series a,1000000,Bengaluru,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",2021,India
2493,SuperOps.ai,ai startup,seed,3000000,Chennai,SuperOps.ai is an early stage startup in the MSP space.,2021,India
2494,6Degree,retail,seed,1000000,Mumbai,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,2021,India
2495,Teachmint,edtech,series a,16500000,Bengaluru,Teachmint is an online learning platform that focuses on tutor-student connectivity.,2021,India
2496,Sarathi,healthcare,seed,100000,Jodhpur,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",2021,India
2497,Jidoka Technologies,software,seed,340000,Chennai,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",2021,India
2498,Rapido,transportation,series c,43000000,Bengaluru,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,2021,India
2499,BYJU'S,edtech,seed,150000000,Bengaluru,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,India
2500,ElasticRun,e-commerce,series d,75000000,Pune,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,2021,India
2501,Avail Finance,fintech,debt,3000000,Bengaluru,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2021,India
2502,Nivesh,fintech,pre-series a,1600000,Noida,Nivesh.com is a mass market mutual funds investment platform.,2021,India
2503,Thingsup,iot platform,seed,1000000,Pune,Thingsup is an Enterprise Grade IoT Platform.,2021,India
2504,Arthya Wealth and Investments,fintech,pre-series a,1000000,Mumbai,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",2021,India
2505,Zepto,e-commerce,seed,60000000,Mumbai,Grocery delivery startup,2021,India
2506,Fi,financial services,series b,50000000,Bengaluru,Fi is a neo bank.,2021,India
2507,Kiko Live,commerce,pre-series a,1000000,Gurugram,Video-based social commerce startup,2021,India
2508,TurboHire,computer software,seed,1600000,Hyderabad,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",2021,India
2509,The Hosteller,hospitality,pre-series a,1000000,Mumbai,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",2021,India
2510,SatSure,defense & space,seed,1600000,Bengaluru,SatSure is an innovative decision analytics company,2021,India
2511,Ruptok Fintech,financial services,pre-series a,2000000,Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,India
2512,VilCart,retail,seed,2000000,Bengaluru,Vilcart's motto is sustainable rural development through stability for rural retailers.,2021,India
2513,Dogsee Chew,food & beverages,pre-series a,7000000,Bengaluru,100% Natural Dog Treats.,2021,India
2514,Advantage Club,hr tech,pre-series a,3300000,Gurugram,Advantage Club is India's largest employee engagement platform.,2021,India
2515,TRDR,financial services,seed,150000,Bengaluru,TRDR is an all-new approach to investing.,2021,India
2516,Zoomcar,mobility,seed,92000000,Bengaluru,Zoomcar holds the distinction of being India’s first personal mobility platform,2021,India
2517,Leap India,logistics & supply chain,seed,10000000,Mumbai,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",2021,India
2518,SuperBottoms,consumer goods,seed,400000,Mumbai,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,2021,India
2519,Cora Health,"health, wellness & fitness",seed,600000,Bengaluru,Social commerce marketplace for everyday health and wellness.,2021,India
2520,Battery Smart,renewables & environment,pre-series a,7000000,Delhi,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,2021,India
2521,The Good Glamm Group,information technology & services,series d,150000000,Pune,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,2021,India
2522,Mosaic Wellness,"health, wellness & fitness",series a,24000000,Mumbai,A platform of digital first health clinics for men and women,2021,India
2523,CloudFiles,saas startup,pre-seed,300000,Bengaluru,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",2021,India
2524,The Viral Fever,entertainment,seed,2000000,Mumbai,India's leading digital entertainment network.,2021,India
2525,Xpand,retail,pre-series a,1500000,Delhi,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,2021,India
2526,Troo Good,e-commerce,series a,7000000,Hyderabad,An FMCG company selling nutritious products at an affordable price points.,2021,India
2527,Prodo,business supplies & equipment,pre-seed,300000,Delhi,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.",2021,India
2528,Unnati,fintech,series a,7000000,Noida,Fintech powered digital agri ecosystem,2021,India
2529,Lysto,nft,seed,3000000,Bengaluru,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",2021,India
2530,Wakefit,furniture,series c,20000000,Bengaluru,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.",2021,India
2531,Buyofuel,oil & energy,seed,100000,Coimbatore,Green Fuels Marketplace,2021,India
2532,ElectricPe,ev,seed,3000000,Bengaluru,India's largest Electric Vehicle Charging Platform,2021,India
2533,Vayana Network,financial services,series c,30000000,Pune,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",2021,India
2534,Valuationary,e-learning,pre-seed,100000,Surat,EdTech platform upskilling candidates to bag deserving finance job roles.,2021,France
2535,Knocksense,online media,seed,150000,Lucknow,Knocksense is a local news and recommendations platform.,2021,India
2536,Petpooja,information technology & services,seed,4500000,Ahmedabad,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.",2021,India
2537,Wingreens Farms,food & beverages,seed,17000000,Gurugram,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.",2021,India
2538,Doola,company-as-a-service,seed,3000000,New york,The ultimate One-Stop-Shop™️ to help US and Non-US Founders to turn an idea into their dream US Business,2021,United States
2539,EyeMyEye,eyewear,pre-series a,2000000,Gurugram,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",2021,India
2540,Bombay Hemp Company,textiles,seed,2000000,Mumbai,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act",2021,India
2541,DGV,information technology & services,pre-series a,3000000,Bengaluru,NeoBanking for Bharat,2021,India
2542,GuardianLink,information technology & services,series a,12000000,Chennai,Building tech infrastructure to help NFT commerce go mainstream,2021,India
2543,Clinikk,hospital & health care,pre-series a,4000000,Bengaluru,Transforming health insurance by building India's first managed care model,2021,India
2544,Toplyne,computer software,seed,2500000,Bengaluru,Toplyne helps sales teams at product-led companies convert their freemium users!,2021,India
2545,Mensa,d2c,series b,135000000,Bengaluru,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021,India
2546,GENLEAP,professional training & coaching,seed,8000000,Haryana,GenLeap is India’s first self-discovery and career lifecycle management platform.,2021,India
2547,Planys,maritime,pre-series a,1600000,Chennai,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,2021,India
2548,Wonderchef,consumer goods,seed,20000000,Mumbai,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",2021,India
2549,GoKwik,information technology & services,series a,15000000,Delhi,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,2021,India
